Reference Number,Grid Ref: Easting,Grid Ref: Northing,Number of Vehicles,Accident Date,Time (24hr),1st Road Class,1st Road Class & No,Road Surface,Lighting Conditions,Weather Conditions,Local Authority,Type of Vehicle,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty
66K1157,430074,434403,3,20/06/2019,1445,3,A58,1,1,1,E08000035,9,1,3,2,32
66K1157,430074,434403,3,20/06/2019,1445,3,A58,1,1,1,E08000035,9,2,3,2,32
66K1356,431322,433913,2,20/06/2019,1803,6,U,1,1,1,E08000035,9,1,3,1,45
66K1356,431322,433913,2,20/06/2019,1803,6,U,1,1,1,E08000035,9,2,3,2,47
66K1398,437454,432737,2,20/06/2019,1823,6,U,1,1,1,E08000035,1,1,3,2,48
66L0304,430816,435056,1,21/06/2019,711,6,U,1,1,1,E08000035,9,3,2,1,38
66L0697,435431,439805,2,21/06/2019,1149,3,A58,1,1,1,E08000035,9,1,3,2,28
66L1016,426095,435591,2,21/06/2019,1420,6,U,1,1,1,E08000035,9,1,3,1,28
66L1551,421187,445783,2,21/06/2019,1846,3,A659,1,1,1,E08000035,1,1,3,1,26
66L1727,426119,437499,2,21/06/2019,1955,6,U,1,1,1,E08000035,1,1,3,1,28
66N0779,429131,431827,3,23/06/2019,1205,1,M621,1,1,1,E08000035,9,2,3,2,6
66O0113,436443,425946,1,24/06/2019,202,1,M62,2,6,2,E08000035,9,1,3,1,68
66O0400,435600,436435,2,24/06/2019,905,6,U,1,1,1,E08000035,9,1,3,1,23
66O0400,435600,436435,2,24/06/2019,905,6,U,1,1,1,E08000035,9,2,3,1,3
66O0400,435600,436435,2,24/06/2019,905,6,U,1,1,1,E08000035,9,1,3,2,52
66O1055,431206,431839,1,24/06/2019,1509,3,A639,1,1,1,E08000035,9,3,3,2,13
66O1188,437534,433228,2,24/06/2019,1611,3,A6120,1,1,1,E08000035,9,1,3,2,39
66O1188,437534,433228,2,24/06/2019,1611,3,A6120,1,1,1,E08000035,9,1,3,1,74
66O1561,428490,434321,3,24/06/2019,1909,6,U,1,1,1,E08000035,1,1,2,1,13
66O1598,429847,444790,2,24/06/2019,1930,6,U,1,1,1,E08000035,9,2,2,1,13
66O1598,429847,444790,2,24/06/2019,1930,6,U,1,1,1,E08000035,9,2,3,1,23
66O1598,429847,444790,2,24/06/2019,1930,6,U,1,1,1,E08000035,19,1,3,2,52
66O1598,429847,444790,2,24/06/2019,1930,6,U,1,1,1,E08000035,19,2,3,1,56
66P0620,432285,426113,2,12/6/19,1750,1,M1,1,1,1,E08000035,9,1,3,2,21
66P0718,428087,434919,1,25/06/2019,830,6,U,2,1,1,E08000035,9,3,3,2,67
66P0976,429585,431562,2,25/06/2019,1432,6,U,2,1,1,E08000035,9,1,3,2,71
66P1159,431627,435288,2,25/06/2019,1525,3,A58,1,1,1,E08000035,9,1,3,1,56
66P1280,437657,433128,2,25/06/2019,1700,3,A6120,1,1,1,E08000035,1,1,2,1,36
66P1743,429386,435421,2,25/06/2019,2051,6,U,1,1,1,E08000035,9,1,3,1,24
66P1743,429386,435421,2,25/06/2019,2051,6,U,1,1,1,E08000035,9,1,3,2,25
66P1743,429386,435421,2,25/06/2019,2051,6,U,1,1,1,E08000035,9,2,3,2,19
66P1889,431110,435031,3,25/06/2019,2230,6,U,2,4,2,E08000035,9,1,3,1,48
66Q0229,430010,425136,6,26/06/2019,645,3,A650,2,1,1,E08000035,9,1,2,1,33
66Q0229,430010,425136,6,26/06/2019,645,3,A650,2,1,1,E08000035,9,2,2,1,17
66Q0229,430010,425136,6,26/06/2019,645,3,A650,2,1,1,E08000035,9,2,1,1,34
66Q0229,430010,425136,6,26/06/2019,645,3,A650,2,1,1,E08000035,9,2,2,1,25
66Q0229,430010,425136,6,26/06/2019,645,3,A650,2,1,1,E08000035,9,2,1,1,26
66Q0229,430010,425136,6,26/06/2019,645,3,A650,2,1,1,E08000035,9,1,2,1,59
66Q0229,430010,425136,6,26/06/2019,645,3,A650,2,1,1,E08000035,9,1,3,1,26
66Q0526,430272,433057,2,24/06/2019,1440,6,U,1,1,1,E08000035,3,1,3,1,47
66Q1292,431288,437146,2,26/06/2019,1720,6,U,1,1,1,E08000035,3,1,3,1,22
66R0261,431398,433361,1,27/06/2019,640,6,U,2,1,1,E08000035,9,3,3,2,51
66R0473,431919,430500,2,10/6/19,927,3,A639,1,1,1,E08000035,9,1,3,2,38
66R0728,428985,429563,2,27/06/2019,1208,6,U,1,1,1,E08000035,9,1,2,1,29
66R1157,424479,438281,1,27/06/2019,1528,6,U,1,1,1,E08000035,9,3,3,1,6
66R1313,431839,435978,2,27/06/2019,1625,4,B6159,1,1,1,E08000035,9,1,3,2,52
66R1313,431839,435978,2,27/06/2019,1625,4,B6159,1,1,1,E08000035,9,1,3,2,22
66R1717,427485,431317,2,27/06/2019,1933,3,A62,1,1,1,E08000035,9,2,3,1,20
66S0804,430490,431745,2,28/06/2019,1233,3,A61,1,1,1,E08000035,9,2,3,2,40
66S0963,430480,433455,1,28/06/2019,1335,6,U,1,1,1,E08000035,9,3,3,2,38
66S1012,428924,443138,2,28/06/2019,1300,6,U,1,1,1,E08000035,5,1,2,1,41
66S1210,435956,428271,2,28/06/2019,1555,3,A639,1,1,1,E08000035,1,1,3,1,33
66S1251,430576,430894,2,29/06/2019,1614,6,U,1,1,1,E08000035,9,1,2,2,83
66S1849,430645,435628,1,28/06/2019,2030,6,U,1,1,1,E08000035,9,3,3,1,7
66T0652,435739,433260,1,29/06/2019,1020,6,U,1,1,1,E08000035,9,3,3,1,3
66T0673,437969,440624,2,29/06/2019,1035,6,U,1,1,1,E08000035,1,1,2,1,56
66T0709,434089,429953,1,29/06/2019,1055,1,M1,1,1,1,E08000035,5,1,3,1,61
66T1712,430439,431745,3,29/06/2019,1905,1,M621,1,1,1,E08000035,10,2,3,1,45
66T1712,430439,431745,3,29/06/2019,1905,1,M621,1,1,1,E08000035,9,1,3,2,30
66T1712,430439,431745,3,29/06/2019,1905,1,M621,1,1,1,E08000035,10,2,3,1,27
66T2284,434191,435125,2,29/06/2019,2245,6,U,1,4,1,E08000035,2,1,3,1,16
66U2159,432375,435136,2,30/06/2019,2255,6,U,2,4,2,E08000035,9,1,3,1,20
66U2159,432375,435136,2,30/06/2019,2255,6,U,2,4,2,E08000035,9,1,3,2,41
6710285,443620,435469,1,1/7/19,748,2,A1(M),1,1,1,E08000035,21,1,3,1,49
6710335,425632,435391,2,1/7/19,820,6,U,1,1,1,E08000035,1,1,3,1,33
6711004,431889,435623,1,1/7/19,1417,6,U,1,1,1,E08000035,9,3,3,1,24
6711067,420472,440317,2,1/7/19,1430,3,A65,1,1,1,E08000035,9,1,3,2,55
6711365,433982,433995,3,1/7/19,1645,4,B6159,1,1,1,E08000035,9,1,3,2,36
6711365,433982,433995,3,1/7/19,1645,4,B6159,1,1,1,E08000035,9,2,3,2,24
6720392,427875,434393,2,2/7/19,830,3,A65,1,1,1,E08000035,1,1,3,1,32
6720416,421314,434448,2,2/7/19,919,4,B6157,1,1,1,E08000035,1,1,3,1,27
6720541,429077,433519,2,2/7/19,1000,3,A58,1,1,1,E08000035,9,1,3,1,21
6720859,428290,435116,2,30/06/2019,1950,6,U,1,1,1,E08000035,9,1,3,1,22
6720859,428290,435116,2,30/06/2019,1950,6,U,1,1,1,E08000035,9,2,3,2,23
6721033,419930,441983,2,2/7/19,1305,6,U,1,1,1,E08000035,9,1,3,2,31
6721767,433402,434077,1,1/7/19,1940,6,U,1,1,1,E08000035,9,1,3,2,45
6730913,427238,433808,1,3/7/19,1330,6,U,1,1,1,E08000035,9,3,3,2,2
6740519,437151,437681,1,4/7/19,745,3,A64,1,1,1,E08000035,9,3,3,1,30
6740625,427511,433704,2,4/7/19,1030,3,A647,1,1,1,E08000035,1,1,3,1,37
6740708,431500,430577,2,4/7/19,1155,6,U,1,1,1,E08000035,9,1,2,1,19
6740708,431500,430577,2,4/7/19,1155,6,U,1,1,1,E08000035,9,2,2,1,25
6740915,431340,431884,2,4/7/19,1347,6,U,1,1,1,E08000035,9,1,3,1,29
6740915,431340,431884,2,4/7/19,1347,6,U,1,1,1,E08000035,9,1,3,2,27
6740915,431340,431884,2,4/7/19,1347,6,U,1,1,1,E08000035,9,2,3,2,18
6741040,429035,433672,2,4/7/19,1030,3,A65,1,1,1,E08000035,9,1,3,2,33
6741810,425087,435937,1,4/7/19,1330,3,A657,1,1,1,E08000035,11,2,3,2,29
6742031,441670,430498,1,4/7/19,2150,6,U,1,7,1,E08000035,9,3,3,2,25
6750444,427122,434796,2,5/7/19,845,3,A65,1,1,1,E08000035,1,1,3,1,43
6750678,429055,429678,2,27/06/2019,1217,6,U,1,1,1,E08000035,11,2,3,2,44
6751017,430301,434778,2,3/7/19,1645,6,U,1,1,1,E08000035,1,1,2,1,52
6751070,430397,438008,2,5/7/19,1520,6,U,1,1,1,E08000035,1,1,3,2,30
6751278,424984,432681,1,5/7/19,1702,6,U,1,1,1,E08000035,9,3,3,2,8
6751406,436150,434720,1,5/7/19,1630,6,U,1,1,1,E08000035,22,3,3,1,47
6751645,434767,436483,1,5/7/19,2000,6,U,1,1,1,E08000035,9,3,3,2,5
6761245,427944,436117,2,6/7/19,1600,3,A660,1,1,1,E08000035,1,1,3,2,40
6761412,433149,426328,2,6/7/19,1720,3,A61,1,1,1,E08000035,9,1,3,2,17
6761412,433149,426328,2,6/7/19,1720,3,A61,1,1,1,E08000035,9,2,3,2,2
6761843,425144,437876,2,6/7/19,2038,3,A6120,1,1,1,E08000035,9,1,3,1,25
6761843,425144,437876,2,6/7/19,2038,3,A6120,1,1,1,E08000035,9,2,3,2,34
6761843,425144,437876,2,6/7/19,2038,3,A6120,1,1,1,E08000035,9,2,3,2,27
6761843,425144,437876,2,6/7/19,2038,3,A6120,1,1,1,E08000035,9,2,3,2,27
6770516,432117,432760,3,5/7/19,1400,5,C,1,1,1,E08000035,9,1,3,2,28
6770516,432117,432760,3,5/7/19,1400,5,C,1,1,1,E08000035,9,2,3,2,23
6770741,426562,430241,2,7/7/19,1139,3,A62,1,1,1,E08000035,4,1,3,1,23
6771465,422994,428612,1,7/7/19,1801,6,U,1,1,1,E08000035,9,3,2,1,10
6771582,430080,434403,2,7/7/19,1915,3,A58,1,1,1,E08000035,9,1,3,2,33
6771973,430375,426388,1,7/7/19,2312,6,U,1,4,1,E08000035,9,2,1,1,23
6771973,430375,426388,1,7/7/19,2312,6,U,1,4,1,E08000035,9,2,3,1,20
6771973,430375,426388,1,7/7/19,2312,6,U,1,4,1,E08000035,9,2,2,1,22
6771973,430375,426388,1,7/7/19,2312,6,U,1,4,1,E08000035,9,1,2,1,30
6781132,440688,447731,2,8/7/19,1520,3,A168,1,1,1,E08000035,9,1,3,2,41
6790441,442248,449107,2,1/7/19,730,4,B1224,1,1,1,E08000035,1,1,3,1,26
6790530,429500,433453,2,9/7/19,1025,6,U,1,1,1,E08000035,1,1,3,1,35
6790755,424532,435628,4,9/7/19,1230,6,U,1,1,1,E08000035,9,3,2,1,34
6791534,431403,433514,1,9/7/19,1805,6,U,1,1,1,E08000035,4,3,3,1,16
67A0282,429775,435099,1,10/7/19,724,6,U,1,1,1,E08000035,9,3,3,1,48
67A1664,428577,427871,2,10/7/19,1900,3,A653,1,1,1,E08000035,1,1,3,1,21
67A1820,430012,432644,2,10/7/19,810,3,A653,1,1,1,E08000035,9,1,3,2,28
67B0355,428365,432525,3,11/7/19,816,3,A58,1,1,1,E08000035,9,1,3,1,26
67B0979,437789,432332,2,11/7/19,1359,1,M1,1,1,1,E08000035,19,1,3,1,43
67B0979,437789,432332,2,11/7/19,1359,1,M1,1,1,1,E08000035,9,1,3,1,63
67B1164,432361,434990,1,11/7/19,1520,6,U,1,1,1,E08000035,9,3,2,1,6
67B1459,430675,424626,2,11/7/19,1717,3,A650,1,1,1,E08000035,4,1,3,1,39
67B1799,437762,436980,1,11/7/19,1655,6,U,1,1,1,E08000035,9,3,3,1,8
67B1808,431144,433612,2,11/7/19,1940,6,U,1,1,1,E08000035,9,1,3,1,57
67B1808,431144,433612,2,11/7/19,1940,6,U,1,1,1,E08000035,9,1,3,2,32
67B1808,431144,433612,2,11/7/19,1940,6,U,1,1,1,E08000035,9,2,3,1,79
67B1808,431144,433612,2,11/7/19,1940,6,U,1,1,1,E08000035,9,2,3,2,56
67B1927,433907,428923,1,11/7/19,2030,6,U,1,1,1,E08000035,8,3,3,1,64
67C0336,424097,428213,2,12/7/19,745,3,A650,1,1,1,E08000035,3,1,3,1,49
67C0605,428180,426210,2,12/7/19,620,3,A650,1,1,1,E08000035,3,1,3,1,29
67C0905,430155,431189,2,12/7/19,1300,6,U,1,1,1,E08000035,9,1,3,2,35
67C0913,440441,446650,1,12/7/19,1328,2,A1(M),1,1,1,E08000035,5,1,2,1,58
67C1256,440210,433075,1,12/7/19,1539,6,U,1,1,1,E08000035,9,3,3,1,11
67D0492,435020,434974,2,13/07/2019,911,6,U,1,1,1,E08000035,9,1,3,2,32
67D1642,428493,423975,1,13/07/2019,1914,6,U,1,1,1,E08000035,9,1,2,1,19
67D2189,425969,434129,2,13/07/2019,2258,3,A647,1,4,1,E08000035,9,3,1,1,30
6.70E+40,429938,432991,1,14/07/2019,22,6,U,2,4,2,E08000035,8,3,3,1,30
67E1264,433386,433697,2,14/07/2019,1600,6,U,1,1,1,E08000035,9,1,3,1,25
67E1264,433386,433697,2,14/07/2019,1600,6,U,1,1,1,E08000035,9,2,3,2,27
67E1803,431539,435164,2,14/07/2019,2011,3,A58,1,1,1,E08000035,3,1,3,1,38
67F1314,425906,436262,2,15/07/2019,1608,3,A65,1,1,1,E08000035,9,1,3,2,26
67F1314,425906,436262,2,15/07/2019,1608,3,A65,1,1,1,E08000035,9,1,3,1,49
67F1391,427340,426476,2,15/07/2019,1530,6,U,1,1,1,E08000035,9,1,3,1,44
67F1391,427340,426476,2,15/07/2019,1530,6,U,1,1,1,E08000035,9,2,3,1,23
67F1894,424117,432073,2,15/07/2019,2000,4,B6154,1,1,1,E08000035,1,1,3,1,34
67F2127,431315,429061,1,15/07/2019,840,6,U,1,1,1,E08000035,9,3,3,1,12
67G0582,431371,432380,2,16/07/2019,1032,3,A61,1,1,1,E08000035,9,1,3,1,75
67G0582,431371,432380,2,16/07/2019,1032,3,A61,1,1,1,E08000035,9,1,3,1,35
67G0582,431371,432380,2,16/07/2019,1032,3,A61,1,1,1,E08000035,9,2,3,1,16
67G0892,440471,448400,2,16/07/2019,1245,4,B6164,1,1,1,E08000035,1,1,3,1,27
67G1049,425260,432967,2,16/07/2019,1400,3,A6110,1,1,1,E08000035,9,1,3,1,51
67G1405,440466,448359,2,16/07/2019,1510,4,B6164,1,1,1,E08000035,1,1,3,1,55
67H0264,422307,433311,1,17/07/2019,1032,6,U,1,1,1,E08000035,11,3,2,1,85
67H0398,427753,432619,2,17/07/2019,800,6,U,1,1,1,E08000035,1,1,3,1,44
67H0587,430085,434197,2,15/07/2019,820,3,A58,1,1,1,E08000035,1,1,3,1,41
67H1717,434639,433494,1,17/07/2019,1815,6,U,1,1,1,E08000035,8,2,3,2,64
67I0300,431435,431610,2,18/07/2019,751,3,A639,1,1,1,E08000035,9,1,3,1,29
67I0300,431435,431610,2,18/07/2019,751,3,A639,1,1,1,E08000035,9,1,3,2,34
67I0319,431079,439122,2,18/07/2019,815,6,U,1,1,1,E08000035,1,1,3,1,15
67I0966,429099,432193,2,18/07/2019,1400,6,U,1,1,1,E08000035,9,1,3,1,45
67I1557,426403,432010,2,18/07/2019,1720,6,U,1,1,1,E08000035,1,1,3,1,31
67I1682,429032,431772,1,18/07/2019,1900,6,U,1,1,1,E08000035,2,1,3,1,23
67I1694,437862,432781,4,18/07/2019,1915,1,M1,1,1,1,E08000035,9,1,3,1,55
67I1694,437862,432781,4,18/07/2019,1915,1,M1,1,1,1,E08000035,9,1,3,1,40
67I1694,437862,432781,4,18/07/2019,1915,1,M1,1,1,1,E08000035,9,2,2,1,13
67I1694,437862,432781,4,18/07/2019,1915,1,M1,1,1,1,E08000035,9,1,3,1,27
67I1694,437862,432781,4,18/07/2019,1915,1,M1,1,1,1,E08000035,9,2,3,2,26
67J0353,438065,432892,2,19/07/2019,817,3,A63,2,1,1,E08000035,1,1,2,1,22
67J0670,430875,434255,2,19/07/2019,1655,3,A61,2,1,2,E08000035,1,1,3,1,41
67J1346,421215,429087,3,19/07/2019,1635,3,A650,2,1,2,E08000035,19,1,3,1,53
67J1921,424878,444621,1,19/07/2019,2045,3,A658,2,1,1,E08000035,9,1,3,2,23
67J1921,424878,444621,1,19/07/2019,2045,3,A658,2,1,1,E08000035,9,2,3,1,22
67J1921,424878,444621,1,19/07/2019,2045,3,A658,2,1,1,E08000035,9,2,3,1,23
67J2062,421542,444314,4,19/07/2019,2130,6,U,2,6,1,E08000035,9,1,2,1,70
67J2062,421542,444314,4,19/07/2019,2130,6,U,2,6,1,E08000035,9,2,3,2,70
67J2062,421542,444314,4,19/07/2019,2130,6,U,2,6,1,E08000035,9,1,2,2,46
67J2160,441858,445739,2,19/07/2019,2256,6,U,2,4,1,E08000035,9,1,3,2,45
67K1199,432293,436085,1,20/07/2019,1535,6,U,1,1,1,E08000035,97,1,2,1,48
67K1420,432911,433351,2,20/07/2019,1725,6,U,1,1,1,E08000035,4,1,3,1,53
67K1480,427218,429828,2,20/07/2019,1752,6,U,1,1,1,E08000035,1,1,3,1,8
67L0743,434111,429948,2,21/07/2019,1140,1,M1,1,1,1,E08000035,9,2,3,1,14
67L0743,434111,429948,2,21/07/2019,1140,1,M1,1,1,1,E08000035,9,1,3,2,52
67L1699,430484,437131,1,21/07/2019,1935,6,U,1,1,1,E08000035,9,1,3,2,51
67M0651,432041,428516,2,22/07/2019,1151,1,M1,1,1,1,E08000035,9,1,3,1,19
67M0651,432041,428516,2,22/07/2019,1151,1,M1,1,1,1,E08000035,9,1,3,1,27
67M0651,432041,428516,2,22/07/2019,1151,1,M1,1,1,1,E08000035,9,2,3,2,59
67M0651,432041,428516,2,22/07/2019,1151,1,M1,1,1,1,E08000035,9,2,3,1,6
67N0603,427834,435807,2,23/07/2019,1058,6,U,1,1,1,E08000035,9,1,3,1,32
67N0881,427955,433625,2,18/07/2019,1630,3,A647,1,1,1,E08000035,1,1,3,2,25
67N1769,445481,436216,1,23/07/2019,1900,6,U,1,1,1,E08000035,5,1,2,1,20
67N1804,430330,433394,2,23/07/2019,1920,6,U,1,1,1,E08000035,9,1,3,2,27
67O0247,430438,431159,2,24/07/2019,550,6,U,2,1,2,E08000035,9,1,3,1,30
67O0247,430438,431159,2,24/07/2019,550,6,U,2,1,2,E08000035,9,1,3,1,67
67O0247,430438,431159,2,24/07/2019,550,6,U,2,1,2,E08000035,9,2,3,2,67
67O0409,421168,444945,2,24/07/2019,820,3,A660,2,1,1,E08000035,9,1,3,2,20
67O0409,421168,444945,2,24/07/2019,820,3,A660,2,1,1,E08000035,9,1,2,2,32
67O0409,421168,444945,2,24/07/2019,820,3,A660,2,1,1,E08000035,9,2,3,1,32
67O0704,422448,436372,2,24/07/2019,1150,6,U,1,1,1,E08000035,9,1,3,2,18
67O0733,433614,434246,2,22/07/2019,2230,6,U,1,4,1,E08000035,1,1,3,1,19
67O1144,432646,435861,2,24/07/2019,1510,6,U,1,1,1,E08000035,9,1,3,2,35
67O1434,427400,431364,2,24/07/2019,1640,6,U,1,1,1,E08000035,9,1,3,2,33
67O1815,423698,437016,2,24/07/2019,1937,6,U,1,1,1,E08000035,1,1,2,1,16
67P0388,425573,435382,1,25/07/2019,830,6,U,1,1,1,E08000035,11,2,3,2,77
67P1746,432150,436131,2,19/07/2019,1900,6,U,1,1,1,E08000035,9,1,3,2,41
67P1746,432150,436131,2,19/07/2019,1900,6,U,1,1,1,E08000035,9,2,3,2,13
67P1784,425658,433913,2,25/07/2019,1900,6,U,1,1,1,E08000035,3,1,2,1,19
67P1900,430322,433278,2,25/07/2019,1945,6,U,1,1,1,E08000035,1,1,3,1,41
67Q0590,433310,426326,2,26/07/2019,1020,6,U,1,1,1,E08000035,1,1,2,2,45
67Q0597,439385,432434,2,26/07/2019,1020,3,A63,1,1,1,E08000035,9,1,3,1,60
67Q1299,431508,429644,3,26/07/2019,1550,6,U,1,1,1,E08000035,9,1,2,1,34
67R1235,432020,435735,1,27/07/2019,1530,4,B6159,2,1,1,E08000035,8,3,3,2,12
67R1235,432020,435735,1,27/07/2019,1530,4,B6159,2,1,1,E08000035,8,2,3,2,30
67R1235,432020,435735,1,27/07/2019,1530,4,B6159,2,1,1,E08000035,8,2,3,2,7
67R1474,431935,430604,1,27/07/2019,1800,3,A639,2,1,2,E08000035,9,1,3,2,20
67R1711,428014,426151,1,27/07/2019,2015,3,A653,2,1,2,E08000035,9,1,3,1,21
67R2116,424699,444386,1,27/07/2019,2345,3,A658,2,4,1,E08000035,9,1,3,1,24
67R2116,424699,444386,1,27/07/2019,2345,3,A658,2,4,1,E08000035,9,2,3,2,22
67R2116,424699,444386,1,27/07/2019,2345,3,A658,2,4,1,E08000035,9,2,3,1,21
67S0407,431266,434826,2,28/07/2019,540,6,U,1,1,1,E08000035,9,1,3,1,30
67S0693,420844,439799,2,28/07/2019,1100,6,U,1,1,1,E08000035,9,1,3,1,56
67T0004,429179,433842,2,29/07/2019,0,6,U,2,4,2,E08000035,9,1,3,1,34
67T0234,430421,433813,1,26/07/2019,1906,6,U,1,1,1,E08000035,11,2,3,2,51
67T0870,424468,437097,2,23/07/2019,1605,3,A65,1,1,1,E08000035,9,1,3,2,42
67T1056,430000,434162,2,21/07/2019,1240,3,A660,1,1,1,E08000035,1,1,2,2,68
67T1460,429609,435399,2,29/07/2019,1700,6,U,1,1,1,E08000035,1,1,3,1,29
67U0394,423823,431578,2,3/7/19,828,6,U,1,1,1,E08000035,3,1,2,1,27
67U0528,431969,435830,1,31/07/2019,1006,3,A58,2,1,1,E08000035,9,3,3,1,8
67U1225,432265,442314,2,30/07/2019,1521,3,A61,2,1,2,E08000035,9,1,2,2,64
67U1225,432265,442314,2,30/07/2019,1521,3,A61,2,1,2,E08000035,9,1,3,2,45
67V0637,432482,434458,1,31/07/2019,1155,6,U,1,1,1,E08000035,9,3,3,1,4
67V1269,428337,434086,1,31/07/2019,830,3,A65,1,1,1,E08000035,11,3,3,1,30
67V1517,419823,432193,2,31/07/2019,1840,6,U,1,1,1,E08000035,5,1,2,1,27
67V1517,419823,432193,2,31/07/2019,1840,6,U,1,1,1,E08000035,5,2,2,1,13
67V1604,429716,433371,1,31/07/2019,1615,6,U,1,1,1,E08000035,11,3,3,2,40
6810676,431206,431863,2,31/07/2019,1730,3,A639,2,1,1,E08000035,4,1,2,1,25
6810757,420890,433364,1,1/8/19,1135,6,U,1,1,1,E08000035,11,2,3,1,28
6810760,422409,436968,2,1/8/19,1225,3,A6120,1,1,1,E08000035,9,1,3,1,57
6811318,435463,425915,4,1/8/19,1640,1,M62,1,1,1,E08000035,9,1,3,2,55
6811318,435463,425915,4,1/8/19,1640,1,M62,1,1,1,E08000035,9,1,3,2,21
6811318,435463,425915,4,1/8/19,1640,1,M62,1,1,1,E08000035,9,1,3,1,58
6811353,425877,426271,2,4/7/19,844,1,M62,1,1,1,E08000035,9,1,3,2,63
6811573,430404,433693,1,2/8/19,1830,6,U,1,1,1,E08000035,11,3,3,2,27
6811650,427419,434985,2,1/8/19,1900,6,U,1,1,1,E08000035,9,1,3,2,27
6811650,427419,434985,2,1/8/19,1900,6,U,1,1,1,E08000035,9,1,3,1,52
6830273,426524,433718,2,29/08/2019,720,6,U,1,1,1,E08000035,3,1,3,1,17
6840059,429774,430607,4,4/8/19,29,3,A653,1,4,1,E08000035,9,1,3,2,36
6840059,429774,430607,4,4/8/19,29,3,A653,1,4,1,E08000035,9,1,3,2,26
6841546,435089,435686,3,4/8/19,1756,6,U,1,1,1,E08000035,2,1,3,1,22
6851136,433273,437414,2,6/8/19,1456,6,U,1,1,1,E08000035,9,1,2,1,35
6851523,430534,432704,2,5/8/19,1749,3,A61,1,1,1,E08000035,1,1,2,1,33
6851610,435642,434464,2,5/8/19,1821,6,U,1,1,1,E08000035,3,1,2,1,16
6851610,435642,434464,2,5/8/19,1821,6,U,1,1,1,E08000035,3,2,3,1,17
6851910,427568,436873,2,5/8/19,2030,3,A660,1,1,1,E08000035,1,1,3,2,29
6852157,421358,445776,1,5/8/19,2220,3,A659,1,5,1,E08000035,9,1,3,1,21
6860470,429284,433491,1,6/8/19,845,6,U,1,1,1,E08000035,9,3,3,1,37
6861222,419364,446516,2,6/8/19,1617,6,U,1,1,1,E08000035,1,1,3,1,12
6870640,443648,437139,1,7/8/19,1130,2,A1(M),1,1,1,E08000035,9,1,2,2,61
6871155,427653,436656,2,25/07/2019,1735,3,A660,1,1,1,E08000035,1,1,3,1,28
6880467,431776,426356,2,8/8/19,947,1,M62,1,1,1,E08000035,9,1,3,2,19
6880467,431776,426356,2,8/8/19,947,1,M62,1,1,1,E08000035,9,1,3,1,20
6880544,426397,433971,1,8/8/19,1030,3,A647,1,1,1,E08000035,9,3,3,1,39
6881540,426387,435618,2,8/8/19,1818,6,U,1,1,1,E08000035,5,1,2,1,61
6890314,425904,436250,1,9/8/19,625,3,A65,2,1,2,E08000035,3,1,2,1,41
6890539,432046,439740,2,9/8/19,950,6,U,2,1,2,E08000035,9,1,3,1,60
6891280,440504,447298,1,9/8/19,1614,2,A1(M),1,1,1,E08000035,9,1,3,2,25
6891280,440504,447298,1,9/8/19,1614,2,A1(M),1,1,1,E08000035,9,2,3,1,26
68A1357,430930,436028,1,10/8/19,1740,6,U,2,1,2,E08000035,9,3,3,2,47
68A1448,424123,444024,2,10/8/19,1825,6,U,1,1,1,E08000035,19,1,3,1,21
68A1602,428472,433317,3,10/8/19,1936,3,A647,1,1,1,E08000035,9,1,3,1,64
68A1911,436138,435220,3,10/8/19,2147,3,A6120,1,4,1,E08000035,9,2,2,2,17
68B0730,427212,437303,2,11/8/19,1130,3,A660,1,1,1,E08000035,9,1,3,2,24
68B0740,428980,429767,1,11/8/19,1236,6,U,1,1,1,E08000035,9,3,3,1,41
68B1033,429412,431639,3,11/8/19,1520,6,U,1,1,1,E08000035,9,2,3,1,17
68B1524,425936,435568,2,11/8/19,1730,6,U,1,1,1,E08000035,9,1,3,1,39
68C0406,430490,435970,2,12/8/19,920,6,U,1,1,1,E08000035,1,1,2,1,52
68C1193,431343,434943,2,12/8/19,1623,6,U,1,1,1,E08000035,3,1,3,1,36
68C1375,428419,432512,2,12/8/19,1630,6,U,2,1,1,E08000035,3,1,2,1,49
68C2098,422451,428363,3,12/8/19,2248,6,U,2,4,1,E08000035,9,1,2,2,50
68D0573,430675,432499,2,13/08/2019,1100,6,U,1,1,1,E08000035,9,1,3,1,67
68D0573,430675,432499,2,13/08/2019,1100,6,U,1,1,1,E08000035,9,2,3,2,74
68D0573,430675,432499,2,13/08/2019,1100,6,U,1,1,1,E08000035,9,2,3,1,63
68D1203,432189,432810,1,13/08/2019,1630,6,U,1,1,1,E08000035,3,1,2,1,51
68D1281,431424,435629,4,13/08/2019,1710,6,U,1,1,1,E08000035,9,1,3,1,21
68E1129,431206,437668,2,14/08/2019,1640,6,U,2,1,1,E08000035,11,2,3,2,68
68F0455,430234,433401,1,15/08/2019,1038,6,U,1,1,1,E08000035,19,1,3,1,35
68F0455,430234,433401,1,15/08/2019,1038,6,U,1,1,1,E08000035,19,2,3,1,35
68F0455,430234,433401,1,15/08/2019,1038,6,U,1,1,1,E08000035,19,2,3,1,29
68F0812,434620,441231,2,15/08/2019,1410,6,U,1,1,4,E08000035,9,1,3,1,70
68F1342,426988,426455,3,15/08/2019,1800,6,U,1,1,1,E08000035,9,1,3,2,31
